dominio,funcao,proposito,tipo_trigger,verify_jwt,chamadores,tabelas_supabase,env_vars,apis_externas,suspeita_morta,desativada_410
Utilitários (Backfills),import-proposals-csv,Import manual,http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),lia_attendances,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários (Backfills),import-system-a-json,Import manual,http,false,src: src/components/AdminApostilaImporter.tsx:226; src/components/AdminApostilaImporter.tsx:234,"resins, system_a_catalog","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","esm.sh, loja.smartdent.com.br",False,False
Utilitários (Backfills),migrate-catalog-images,Migração de dados,http,false,src: src/components/AdminCatalog.tsx:247,system_a_catalog,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários (Backfills),smart-ops-backfill-equipment-from-deals,Backfill SmartOps (manual),http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"deal_items, lead_enrichment_audit, lia_attendances","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários (Backfills),smart-ops-backfill-person-origin,Backfill SmartOps (manual),http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),lia_attendances,"PIPERUN_API_KEY, PIPERUN_API_TOKEN, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários (Backfills),smart-ops-backfill-pessoa-piperun-id,Backfill SmartOps (manual),http,true(default),(NENHUM chamador encontrado),"lead_activity_log, lia_attendances, system_health_logs","ADMIN_BACKFILL_KEY, PIPERUN_API_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,True,False
Utilitários (Backfills),smart-ops-csv-audit-backfill,Audit + backfill CSV,http,true(default),(NENHUM chamador encontrado),"deals, lia_attendances","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,True,False
Utilitários (Backfills),smart-ops-meta-csv-backfill,Backfill CSV Meta,http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),lia_attendances,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários (Backfills),smart-ops-reassign-danilo-vendas,Reassign Danilo VENDAS,http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"deals, lead_activity_log, lia_attendances, system_health_logs, team_members","PIPERUN_API_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários (Backfills),smart-ops-restore-vendas-snapshot,Restaura snapshot VENDAS,http,true(default),(NENHUM chamador encontrado),"deals, lia_attendances, system_health_logs, team_members","PIPERUN_API_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,True,False
Utilitários (Backfills),smart-ops-revert-auto-trigger,Reverte auto-trigger,http,true(default),(NENHUM chamador encontrado),"deals, piperun_stage_transitions, system_health_logs","PIPERUN_API_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,True,False
Utilitários/Webhooks (ver função),astron-postback,Postback Astron Academy,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"lead_activity_log, lead_course_progress, lia_attendances","ASTRON_POSTBACK_TOKEN, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários/Webhooks (ver função),manychat-lia-bridge,Bridge ManyChat → Dra. LIA,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"agent_sessions, lia_attendances, system_health_logs","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","esm.sh, www.smartdent.com.br",False,False
Utilitários/Webhooks (ver função),poll-loja-integrada-orders,Polling de pedidos Loja Integrada,cron,false,pg_cron: */5 * * * * (poll-loja-integrada-orders-5min),omie_sync_cursors,"LOJA_INTEGRADA_API_KEY, LOJA_INTEGRADA_APP_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","api.awsli.com.br, esm.sh",False,False
Utilitários/Webhooks (ver função),register-loja-webhooks,Registra webhooks na Loja Integrada,http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),,"LOJA_INTEGRADA_API_KEY, LOJA_INTEGRADA_APP_KEY, SUPABASE_URL",api.awsli.com.br,False,False
Utilitários/Webhooks (ver função),sentinela-webhook-receiver,Receiver Sentinela WA,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"lia_attendances, sentinela_config, sentinela_group_messages, sentinela_instances, system_health_logs, wa_groups","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários/Webhooks (ver função),smart-ops-ecommerce-webhook,Webhook pedidos Loja Integrada,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"lead_activity_log, lead_cart_history, lead_product_history, lia_attendances, message_logs","LOJA_INTEGRADA_API_KEY, LOJA_INTEGRADA_APP_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","api.awsli.com.br, esm.sh",False,False
Utilitários/Webhooks (ver função),smart-ops-ingest-lead,Ingestão central de leads (Meta/Forms/Sellflux),webhook,false,src: src/pages/PublicFormPage.tsx:525 | fn: smartops-public-enrollment,"lead_activity_log, lia_attendances, system_health_logs","SELLFLUX_WEBHOOK_CAMPANHAS, SELLFLUX_WEBHOOK_LEADS, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
Utilitários/Webhooks (ver função),smart-ops-meta-lead-webhook,Webhook leadgen do Meta Ads,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"lead_activity_log, lead_form_submissions","META_LEAD_ADS_TOKEN, META_WEBHOOK_VERIFY_TOKEN, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","esm.sh, graph.facebook.com",False,False
Utilitários/Webhooks (ver função),smart-ops-piperun-webhook,Webhook PipeRun (deal/person events),webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"lead_activity_log, lia_attendances, message_logs, piperun_webhook_events, system_health_logs, team_members","MANYCHAT_API_KEY, PIPERUN_API_KEY, PIPERUN_API_TOKEN, PIPERUN_WEBHOOK_SECRET, SELLFLUX_WEBHOOK_CAMPANHAS, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","api.manychat.com, app.pipe.run, esm.sh",False,False
Utilitários/Webhooks (ver função),smart-ops-sellflux-webhook,Postback Sellflux,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),,,,False,True
Utilitários/Webhooks (ver função),smart-ops-tldv-webhook,Webhook reuniões tldv,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"lia_attendances, team_members, tldv_meeting_intelligence, tldv_meeting_participants, tldv_meetings, tldv_webhook_log","DEEPSEEK_API_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL, TLDV_API_KEY","api.deepseek.com, deno.land, esm.sh, pasta.tldv.io",False,False
Utilitários/Webhooks (ver função),smart-ops-wa-inbox-webhook,Webhook mensagens WhatsApp recebidas,webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",,False,False
Utilitários/Webhooks (ver função),zernio-webhook,Webhook Zernio (IG/FB),webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"social_contacts, social_flows, social_sessions, social_triggers","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL, ZERNIO_WEBHOOK_SECRET","deno.land, esm.sh",False,False
WhatsApp/Evolution,evolution-webhook-fanout,Fan-out do webhook único da Evolution para múltiplos destinos (legado + Sentinela),webhook,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),system_health_logs,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
WhatsApp/Evolution,sentinela-analyzer,Pipeline Sentinela WA,cron,true(default),src: src/components/smartops/sentinela/SentinelaTab.tsx:242,"sentinela_group_messages, sentinela_insights, system_health_logs","LOVABLE_API_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","ai.gateway.lovable.dev, esm.sh",False,False
WhatsApp/Evolution,sentinela-daily-report,Pipeline Sentinela WA,cron,true(default),(NENHUM chamador encontrado),"sentinela_group_messages, sentinela_insights, system_config, system_health_logs, team_members","EVOLUTION_API_KEY, EVOLUTION_API_URL, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, esm.sh",True,False
WhatsApp/Evolution,sentinela-register-webhooks,Registra fan-out da Evolution nas instâncias marcadas p/ captura Sentinela,http,false,src: src/components/smartops/sentinela/SentinelaTab.tsx:96,"sentinela_instances, system_health_logs, team_members","EVO_KEY, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, esm.sh",False,False
WhatsApp/Evolution,smart-ops-evogo-groups-webhook,Webhook EvoGo p/ eventos de grupos (upsert em wa_groups),webhook,true(default),(NENHUM chamador encontrado),wa_groups,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
WhatsApp/Evolution,smart-ops-evogo-status,Verifica se instância EvoGo do membro está online,http,true(default),src: src/components/SmartOpsTeam.tsx:254,"sentinela_group_messages, team_members","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, esm.sh",False,False
WhatsApp/Evolution,smart-ops-evolution-webhook-info,Consulta URL de webhook configurada na instância Evolution,http,true(default),src: src/components/SmartOpsTeam.tsx:278,team_members,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, esm.sh",False,False
WhatsApp/Evolution,smart-ops-lead-welcome,Envia mensagem de boas-vindas ao lead via Evolution,http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"boas_vindas_locks, lia_attendances, lia_automations, message_logs, system_config, system_health_logs, team_members","EVOLUTION_API_KEY, EVOLUTION_BASE_URL, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, esm.sh, wa.me",False,False
WhatsApp/Evolution,smart-ops-send-waleads,Envio via WaLeads/Evolution,http,false,src: src/components/SmartOpsTeam.tsx:495; src/components/SmartOpsWhatsAppInbox.tsx:287; src/hooks/useEnrollment.ts:250 | fn: smartops-send-course-reminder,"team_members, whatsapp_inbox","EVOLUTION_API_KEY, EVOLUTION_API_URL, SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, esm.sh",False,False
WhatsApp/Evolution,smart-ops-wa-capture-conversations,Captura todas as conversas (in/out) das instâncias Evolution de vendedores/CS/suporte,http,false,src: src/components/SmartOpsWhatsAppInbox.tsx:242,"lia_attendances, team_members, whatsapp_inbox","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
WhatsApp/Evolution,smart-ops-wa-resolve-lid,Resolve telefone real a partir de LID do WhatsApp (Baileys/Evolution),http,false,src: src/components/SmartOpsWhatsAppInbox.tsx:266,"lia_attendances, team_members, whatsapp_inbox","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
WhatsApp/Evolution,wa-ai-preview,Preview IA de mensagem,http,true(default),src: src/components/smartops/wa-groups/WaGroupFlowBuilder.tsx:184,,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","deno.land, esm.sh",False,False
WhatsApp/Evolution,wa-broadcast-dispatch,Broadcast 1-para-N,cron,false,pg_cron: * * * * * (wa-broadcast-dispatch),"lia_attendances, social_broadcasts, team_members","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","deno.land, esm.sh, evolution.smartdent.com.br",False,False
WhatsApp/Evolution,wa-campaign-builder,Builder de campanhas WA,http,false,src: src/components/smartops/wa-groups/SmartOpsWaGroupCampaigns.tsx:361; src/components/smartops/wa-groups/WaGroupFlowBuilder.tsx:370,"wa_campaign_groups, wa_campaigns, wa_groups, wa_message_queue","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","deno.land, esm.sh",False,False
WhatsApp/Evolution,wa-contact-sync-cron,Cron sync de contatos,cron,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"team_members, wa_contact_sync_queue","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
WhatsApp/Evolution,wa-delivery-reconciler,Reconciliação de entrega,cron,true(default),pg_cron: */5 * * * * (wa-delivery-reconciler-5min),"team_members, wa_groups, wa_message_queue","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","deno.land, esm.sh",False,False
WhatsApp/Evolution,wa-dispatcher,Despachador da fila WA,cron,false,pg_cron: * * * * * (wa-dispatcher-every-minute),"team_members, wa_campaigns, wa_groups, wa_message_queue, wa_send_log","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, deno.land, esm.sh",False,False
WhatsApp/Evolution,wa-group-blast,Disparo de mensagens para grupos,http,true(default),src: src/components/smartops/wa-groups/WaGroupBlastModal.tsx:122,"post_group_targets, wa_campaign_groups, wa_campaigns, wa_group_sent_fingerprints, wa_groups, wa_message_queue","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","deno.land, esm.sh",False,False
WhatsApp/Evolution,wa-instance-health,Checa se sessão de cada instância Evolution Go está ativa,http,true(default),(NENHUM chamador encontrado),team_members,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, deno.land, esm.sh",True,False
WhatsApp/Evolution,wa-provider-selftest,Self-test operacional do roteamento entre Evolution e EvolutionGO,http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),team_members,"SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL",esm.sh,False,False
WhatsApp/Evolution,wa-sync-groups,Sincroniza grupos das instâncias,http,false,src: src/components/smartops/wa-groups/SmartOpsWaGroupCampaigns.tsx:117; src/components/smartops/wa-groups/SmartOpsWaGroupCampaigns.tsx:229,"sentinela_group_messages, team_members, wa_groups","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","82.25.75.61, deno.land, esm.sh",False,False
WhatsApp/Evolution,wa-verify-lead,Verifica existência do número,http,false,(nenhum chamador interno; verify_jwt=false → provável webhook externo/público),"lia_attendances, system_health_logs, wa_verify_queue","SUPABASE_SERVICE_ROLE_KEY, SUPABASE_URL","deno.land, esm.sh",False,False
